Table 1
SKU,Product Name,MSRP,Dealer Prices,MAP/MRP,Brand,Mfg,Description,URL,Image 1 URL,Image 2 URL,Image 3 URL,Image 4 URL,Case Pack,Shipping Weight,Shipping Height,Shipping Width,Shipping Depth,Category,Free Shipping,UPC,Warehouse Zipcode,Average # of Days to Ship,,,
CCF5UL,Cascade 1500 Canister Aquarium Filter,282.24,166.99,,Penn Plax,Penn Plax,"<p><strong>Features:</strong></p> <ul> <li>For aquariums up to 200 gallons</li> <li>350 GPH</li> <li>Heavy-duty external aquarium filter </li> <li>Powerful mechanical, chemical, and biological filtration for crystal clear water</li> <li>Use in fresh or marine aquariums</li> <li>Extra-large capacity stackable fish tank filter medium containers</li> <li>Three year warranty</li> <li>Quick and easy to start with a push-button self-primer</li> <li>Alignment clamps lift easily to release vacuum suction</li> <li>Two independent directional 360&deg; rotating valve clamps</li> <li>Sturdy tip-proof base (permanently mounted rubber feet)</li> <li>Flow rate control cut-off valves</li> <li>Extra-large capacity stackable filter medium containers with lift-up handles</li> <li>Swimming pool-style hose clamps</li> <li>Spray bar and jet nozzle outlet included</li> </ul> <p><strong>The Penn Plax Cascade 1500 Canister Aquarium Filter is a heavy-duty external filtration system. </strong>The Cascade 1500 (CCF5UL) is for aquariums up to 200 gallons and pumps 350 gallons per hour (GPH).</p> <p>Delivering powerful mechanical, chemical, and biological filtration, which produces crystal clear water in both fresh and marine aquariums. Crystal Clear Water for Fresh and Marine Aquariums: The Cascade Advantage!</p> <p>The floss pad removes fine particulate matter, while the activated carbon media removes toxins and impurities from the water, leaving a cleaner and healthier environment for your fish and other aquatic life. The coarse sponge makes for an abundant surface area for proper biological filtration by promoting bacterial growth to effectively remove waste, excess food and harmful ammonia and nitrates.</p> <p>This durable aquarium filter is equipped with quick-disconnect tubing connectors that can also be utilized to control the filter's flow rate. To ensure a secure and water-tight fit, this dynamic fish tank filter utilizes four locking clamps along with a motorhead equipped with an integrated O-ring.&nbsp; Filter media is included free with each canister filter.</p>",https://www.essentialpetproducts.com/Cascade-1500-Canister-Aquarium-Filter_p_1877.html,http://www.essentialpetproducts.com/assets/images/CCF5UL.jpg,,,,1,17.00,24.00,18.00,18.00,Aquariums/Aquarium Filters,,030172015960,38118,7,,,
CH12300,Cascade 300 Watt Submersible Aquarium Heater,36.94,22.77,,Penn Plax,Penn Plax,"<p><span style=""font-weight: bold;"">Features:</span> <br></p><ul><li>For aquariums up to 75 gallons <br></li><li>300 watts <br></li><li>12"" long <br></li><li>Easy view on/off light <br></li></ul><p>The Penn Plax Cascade 300 Watt Submersible Heater is for Aquariums up to 75 Gallons. Automatically sets and maintains to your desired temperature, and is accurate to one degree. The Cascade Submersible Heater contains easy view on/off light, dual suction cups with mounting clip and visible and accurate temperature setting scale. Constructed of heavy duty and shock resistant glass. This is a top quality heating element with superior insulation and heat distribution, perfect for fresh and salt water aquariums. <br></p>",https://www.essentialpetproducts.com/Cascade-300-Watt-Submersible-Aquarium-Heater_p_1903.html,http://www.essentialpetproducts.com/assets/images/CH12300.jpg,,,,1,1.00,14.00,4.00,4.00,Aquariums/Aquarium Heaters,,030172034725,38118,7,,,
CH8100,Cascade 100 Watt Submersible Aquarium Heater,33.80,20.82,,Penn Plax,Penn Plax,"<p><span style=""font-weight: bold;"">Features:</span> <br></p><ul><li>For aquariums up to 20 gallons <br></li><li>100 watts <br></li><li>8"" long <br></li><li>Easy view on/off light <br></li></ul><p>The Penn Plax Cascade 100 Watt Submersible Heater is for Aquariums up to 20 Gallons. Automatically sets and maintains to your desired temperature, and is accurate to one degree. The Cascade Submersible Heater contains easy view on/off light, dual suction cups with mounting clip and visible and accurate temperature setting scale. Constructed of heavy duty and shock resistant glass. This is a top quality heating element with superior insulation and heat distribution, perfect for fresh and salt water aquariums. <br></p>",https://www.essentialpetproducts.com/Cascade-100-Watt-Submersible-Aquarium-Heater_p_1900.html,http://www.essentialpetproducts.com/assets/images/CH8100.jpg,,,,1,1.00,10.00,4.00,4.00,Aquariums/Aquarium Heaters,,030172034695,38118,7,,,
CH8150,Cascade 150 Watt Submersible Aquarium Heater,35.69,22.77,,Penn Plax,Penn Plax,"<p><span style=""font-weight: bold;"">Features:</span> <br></p><ul><li>For aquariums up to 30 gallons <br></li><li>150 watts <br></li><li>10"" long <br></li><li>Easy view on/off light <br></li></ul><p>The Penn Plax Cascade 150 Watt Submersible Heater is for Aquariums up to 30 Gallons. Automatically sets and maintains to your desired temperature, and is accurate to one degree. The Cascade Submersible Heater contains easy view on/off light, dual suction cups with mounting clip and visible and accurate temperature setting scale. Constructed of heavy duty and shock resistant glass. This is a top quality heating element with superior insulation and heat distribution, perfect for fresh and salt water aquariums. <br></p>",https://www.essentialpetproducts.com/Cascade-150-Watt-Submersible-Aquarium-Heater_p_1901.html,http://www.essentialpetproducts.com/assets/images/CH8150.jpg,,,,1,1.00,12.00,4.00,4.00,Aquariums/Aquarium Heaters,,030172034701,38118,7,,,
CH850,Cascade 50 Watt Submersible Aquarium Heater ,33.16,17.88,,Penn Plax,Penn Plax,"<p><span style=""font-weight: bold;"">Features:</span> <br></p><ul><li>For aquariums up to 10 gallons <br></li><li>50 watts <br></li><li>7"" long <br></li><li>Easy view on/off light <br></li></ul><p>The Penn Plax Cascade 50 Watt Submersible Heater is for Aquariums up to 10 Gallons. Automatically sets and maintains to your desired temperature, and is accurate to one degree. The Cascade Submersible Heater contains easy view on/off light, dual suction cups with mounting clip and visible and accurate temperature setting scale. Constructed of heavy duty and shock resistant glass. This is a top quality heating element with superior insulation and heat distribution, perfect for fresh and salt water aquariums. <br></p>",https://www.essentialpetproducts.com/Cascade-50-Watt-Submersible-Aquarium-Heater-_p_1898.html,http://www.essentialpetproducts.com/assets/images/CH850.jpg,,,,1,1.00,9.00,4.00,4.00,Aquariums/Aquarium Heaters,,030172034671,38118,7,,,
CH875,Cascade 75 Watt Submersible Aquarium Heater,33.08,19.84,,Penn Plax,Penn Plax,"<p><span style=""font-weight: bold;"">Features:</span> <br></p><ul><li>For aquariums up to 15 gallons <br></li><li>75 watts <br></li><li>8"" long <br></li><li>Easy view on/off light <br></li></ul><p>The Penn Plax Cascade 75 Watt Submersible Heater is for Aquariums up to 15 Gallons. Automatically sets and maintains to your desired temperature, and is accurate to one degree. The Cascade Submersible Heater contains easy view on/off light, dual suction cups with mounting clip and visible and accurate temperature setting scale. Constructed of heavy duty and shock resistant glass. This is a top quality heating element with superior insulation and heat distribution, perfect for fresh and salt water aquariums. <br></p>",https://www.essentialpetproducts.com/Cascade-75-Watt-Submersible-Aquarium-Heater_p_1899.html,http://www.essentialpetproducts.com/assets/images/CH875.jpg,,,,1,1.00,10.00,4.00,4.00,Aquariums/Aquarium Heaters,,030172034688,38118,7,,,
CPF1,Cascade 80 Aquarium Filter 80 GPH,35.07,22.52,,Penn Plax,Penn Plax,"<p><strong>Features:</strong></p> <ul> <li>For aquariums up to 10 gallons</li> <li>Pumps 80 G.P.H.</li> <li>Polyfiber Floss Cartridge</li> <li>Activated Carbon Cartridge Internal Sponge</li> </ul><p><strong>Revolutionary Bio-Falls Quad-Filtration System!</strong> Plus the Polyfiber Floss Cartridge traps floating particulate matter. Activated Carbon Cartridge removes harmful chemicals, toxins, odors, discoloration and other contaminants.</p> <p>Internal Sponge optimizes colonization of beneficial aerobic bacteria and removes ammonia and nitrites, and External Bio-Falls wet/dry biological booster for additional ammonia and nitrite removal and enhances oxygen exchange for maximum water oxygenation. Quiet and efficient motor with adjustable flow control.</p>",https://www.essentialpetproducts.com/Cascade-80-Aquarium-Filter-80-GPH_p_1866.html,http://www.essentialpetproducts.com/assets/images/CPF1.jpg,,,,1,3.00,9.00,9.00,7.00,Aquariums/Aquarium Filters,,030172015526,38118,7,,,
CPF2,Cascade 100 Aquarium Filter 100 GPH,40.37,30.33,,Penn Plax,Penn Plax,"<p><strong>Features:</strong></p> <ul> <li>For aquariums up to 20 gallons</li> <li>Pumps 100 G.P.H.</li> <li>Polyfiber Floss Cartridge</li> <li>Activated Carbon Cartridge Internal Sponge</li> </ul> <p><strong>Revolutionary Bio-Falls Quad-Filtration System!</strong> Plus the Polyfiber Floss Cartridge traps floating particulate matter. Activated Carbon Cartridge removes harmful chemicals, toxins, odors, discoloration and other contaminants.</p> <p>Internal Sponge optimizes colonization of beneficial aerobic bacteria and removes ammonia and nitrites, and External Bio-Falls wet/dry biological booster for additional ammonia and nitrite removal and enhances oxygen exchange for maximum water oxygenation. Quiet and efficient motor with adjustable flow control.</p>",https://www.essentialpetproducts.com/Cascade-100-Aquarium-Filter-100-GPH_p_1867.html,http://www.essentialpetproducts.com/assets/images/CPF2.jpg,,,,1,3.00,9.00,9.00,7.00,Aquariums/Aquarium Filters,,030172014949,38118,7,,,
CPF3,Cascade 150 Aquarium Filter 150 GPH,45.73,42.32,,Penn Plax,Penn Plax,"<p><strong>Features:</strong></p> <ul> <li>For aquariums up to 35 gallons</li> <li>Pumps 150 G.P.H.</li> <li>Polyfiber Floss Cartridge</li> <li>Activated Carbon Cartridge Internal Sponge</li> </ul> <p><strong>Cascade 150 Aquarium Filter - A Revolutionary Bio-Falls Quad-Filtration System!</strong> Plus the Polyfiber Floss Cartridge traps floating particulate matter. Activated Carbon Cartridge removes harmful chemicals, toxins, odors, discoloration and other contaminants.</p> <p>Internal Sponge optimizes colonization of beneficial aerobic bacteria and removes ammonia and nitrites, and External Bio-Falls wet/dry biological booster for additional ammonia and nitrite removal and enhances oxygen exchange for maximum water oxygenation. Quiet and efficient motor with adjustable flow control.</p>",https://www.essentialpetproducts.com/Cascade-150-Aquarium-Filter-150-GPH_p_1868.html,http://www.essentialpetproducts.com/assets/images/CPF3.jpg,,,,1,3.00,9.00,9.00,7.00,Aquariums/Aquarium Filters,,030172015533,38118,7,,,
CPF4,Cascade 200 Aquarium Filter 185 GPH,51.09,45.25,,Penn Plax,Penn Plax,"<p><strong>Features:</strong></p> <ul> <li>For aquariums up to 55 gallons</li> <li>Pumps 185 G.P.H.</li> <li>Polyfiber Floss Cartridge</li> <li>Activated Carbon Cartridge Internal Sponge</li> </ul> <p><strong>Cascade 200 Aquarium Filter - A Revolutionary Bio-Falls Quad-Filtration System!</strong> Plus the Polyfiber Floss Cartridge traps floating particulate matter. Activated Carbon Cartridge removes harmful chemicals, toxins, odors, discoloration and other contaminants.</p> <p>Internal Sponge optimizes colonization of beneficial aerobic bacteria and removes ammonia and nitrites, and External Bio-Falls wet/dry biological booster for additional ammonia and nitrite removal and enhances oxygen exchange for maximum water oxygenation. Quiet and efficient motor with adjustable flow control.</p>",https://www.essentialpetproducts.com/Cascade-200-Aquarium-Filter-185-GPH_p_1869.html,http://www.essentialpetproducts.com/assets/images/CPF4.jpg,,,,1,3.00,9.00,9.00,7.00,Aquariums/Aquarium Filters,,030172015540,38118,7,,,
CPF5,Cascade 300 Aquarium Filter 300 GPH,65.34,39.08,,Penn Plax,Penn Plax,"<p><strong>Features:</strong></p> <ul> <li>For aquariums up to 100 gallons</li> <li>Pumps 300 G.P.H.</li> <li>Polyfiber Floss Cartridge</li> <li>Activated Carbon Cartridge Internal Sponge</li> </ul> <p><strong>Cascade 300 Aquarium Filter - A Revolutionary Bio-Falls Quad-Filtration System!</strong> Plus the Polyfiber Floss Cartridge traps floating particulate matter. Activated Carbon Cartridge removes harmful chemicals, toxins, odors, discoloration and other contaminants.</p> <p>Internal Sponge optimizes colonization of beneficial aerobic bacteria and removes ammonia and nitrites, and External Bio-Falls wet/dry biological booster for additional ammonia and nitrite removal and enhances oxygen exchange for maximum water oxygenation. Quiet and efficient motor with adjustable flow control.</p>",https://www.essentialpetproducts.com/Cascade-300-Aquarium-Filter-300-GPH_p_1870.html,http://www.essentialpetproducts.com/assets/images/CPF5.jpg,,,,1,5.00,14.00,14.00,10.00,Aquariums/Aquarium Filters,,030172015557,38118,7,,,
DGSP1,Super Driftwood Garden,96.53,82.26,,Penn Plax,Penn Plax,"<p>The perfect combination of a natural driftwood replica and life-like aquarium plants! Dimensions approximately 15"" W x 15"" H x 10"" Diameter.</p>",https://www.essentialpetproducts.com/Super-Driftwood-Garden-Aquarium-Decoration_p_2160.html,http://www.essentialpetproducts.com/assets/images/DGSP1.jpg,,,,1,11.00,17.00,14.00,14.00,Aquariums/Aquarium Decorations,,030172012778,38118,7,,,
GV16,Aquarium Gravel Vac - Small,31.48,14.97,,Penn Plax,Penn Plax,"<p>The Penn Plax Small Aquarium Gravel Vacuum is a super aquarium cleaner, scraper, and siphon.</p> <p>The Gravel-Vac is designed for removal of grungy waste, dirt layers, and debris while leaving the gravel bed at the bottom of your tank. The easy to use self-starting siphon feature makes the Gravel Cleaner the perfect choice for routine maintenance changes.</p> <p>The Unique scraper feature allows you to get below the gravel line, while the nozzle with scraper allows for proper glass cleaning. 16"" cylinder and 72"" hose.</p>",https://www.essentialpetproducts.com/Aquarium-Gravel-Vac--Small_p_2230.html,http://www.essentialpetproducts.com/assets/images/GV16.jpg,,,,1,2.00,10.00,6.00,6.00,Aquariums/Aquarium Gravel Cleaners,,030172001406,38118,7,,,
GV24,Aquarium Gravel Vac - Medium,35.35,16.95,,Penn Plax,Penn Plax,"<p>The Penn Plax Medium Aquarium Gravel Vacuum Cleaner is a super aquarium cleaner, scraper, and siphon.</p> <p>It is designed for removal of grungy waste, dirt layers, and debris while leaving the gravel bed at the bottom of your tank. The easy to use self-starting siphon feature makes the Gravel Cleaner the perfect choice for routine maintenance changes.</p> <p>The Unique scraper feature allows you to get below the gravel line, while the nozzle with scraper allows for proper glass cleaning. 24"" cylinder and 96"" hose.</p>",https://www.essentialpetproducts.com/Aquarium-Gravel-Vac--Medium_p_2231.html,http://www.essentialpetproducts.com/assets/images/GV24.jpg,,,,1,2.00,10.00,6.00,6.00,Aquariums/Aquarium Gravel Cleaners,,030172001420,38118,7,,,
HC25,Hermit Crab Home Kit,32.14,19.10,,Penn Plax,Penn Plax,"<p>Hermit Crab Kit Plus is a complete habitat designed to house Hermit Crabs, Reptiles, Amphibians, Spiders and Insects.</p> <p><span style=""font-weight: bold;"">Features:</span></p> <ul> <li>1.25 gallons</li> <li>Large opening lid</li> <li>Carrying</li> <li>Includes:</li> <ul> <li>Climbing grid</li> <li>Sponge</li> <li>Gravel</li> <li>Natural branch</li> <li>Full color background.</li> </ul> </ul>",https://www.essentialpetproducts.com/Hermit-Crab-Home-Kit_p_2130.html,http://www.essentialpetproducts.com/assets/images/HC25.jpg,,,,1,3.00,16.00,10.00,10.00,Aquariums@Reptile Products,,030172006777,38118,7,,,
NMR23,Nemo & Marlin Aquarium Ornament,24.74,7.20,,Penn Plax,Penn Plax,"<p><span style=""font-weight: bold;"">The Finding Nemo collection adds an exciting aspect to your underwater world.</span> Now you can have Marlin and Nemo from Disney's Finding Nemo, in your home aquarium.</p> <p>This detailed aquarium ornament is designed right from the movie and are sure to add character to any fish tank. Made of non-toxic, fish-safe polyresin, you can rest assured that this Penn Plax Dory &amp; Marlin Aquarium Ornament is the right choice for your aquatic environment.</p> <p><span style=""font-weight: bold;"">Features:</span></p> <ul> <li>Dimensions: 6"" H</li> <li>Fun, brightly colored, will add character to any aquarium</li> <li>Great for all Finding Nemo fans</li> <li>Made of non-toxic, fish-safe materials and colors</li> <li>Provides shelter and hiding places fish need to help reduce stress</li> </ul>",https://www.essentialpetproducts.com/Nemo-Marlin-Aquarium-Ornament_p_2158.html,http://www.essentialpetproducts.com/assets/images/NMR23.jpg,,,,1,2.00,8.00,8.00,8.00,Aquariums/Aquarium Decorations,,030172078880,38118,7,,,
NW45,New World Habitat,35.14,21.45,,Penn Plax,Penn Plax,"<p>The New World Habitat gives you a perfect home or nursery for small tropical fish, goldfish, hamsters, gerbils,&nbsp; frogs, snakes, newts, hermit crabs or bugs.&nbsp; It can be used with bubble filter systems and other small fish tank filters. Perfect",https://www.essentialpetproducts.com/New-World-Habitat_p_2128.html,http://www.essentialpetproducts.com/assets/images/NW45.jpg,,,,1,3.00,18.00,12.00,12.00,Aquariums@Reptile Products@Small Pet Products,,030172510038,38118,7,,,
NWK25,Water World Goldfish Bowl,29.70,17.15,,Penn Plax,Penn Plax,"<p>Water-World Goldfish and Betta Bowl Kit is the perfect starter kit for small fish enthusiasts. You can also showcase lizards, newts, bugs, and other collectible creatures.</p> <p><span style=""font-weight: bold;"">Features:</span></p> <ul> <li>2.5 gallon",https://www.essentialpetproducts.com/Water-World-Goldfish-Bowl_p_2131.html,http://www.essentialpetproducts.com/assets/images/NWK25.jpg,,,,1,3.00,12.00,9.00,8.00,Aquariums,,030172510182,38118,7,,,
OJ1,Action Air Diver & Eel,28.15,14.43,,Penn Plax,Penn Plax,<p>The Action Air Diver &amp; Eel aquarium decoration is a heavy weighted ornament with real underwater action. Incredibly detailed. Safe for salt or fresh water. All you need to add is an air source and air hose to have a great looking tank addition.</p>,https://www.essentialpetproducts.com/Action-Air-Diver-Eel_p_2228.html,http://www.essentialpetproducts.com/assets/images/OJ1.jpg,,,,1,1.00,6.00,6.00,6.00,Aquariums/Aquarium Decorations,,030172010521,38118,7,,,
PBC25,Aquarium Filter Bulk Activated Carbon,103.43,62.18,,Penn Plax,Penn Plax,"<p>Pro-Carb Laboratory Quality Activated Carbon is fast acting, long lasting, and designed to keep your salt, or fresh water aquarium crystal clear for up to 4-6 weeks.</p> <p><span style=""font-weight: bold;"">Features:</span></p> <ul> <li>25 lbs in poly bag</li> <li>Carbon removes harmful chemicals, toxins, odors, discolorations and other contaminants</li> <li>Recommended for use in Cascade, and all other hang-on internal and canister filters</li> </ul>",https://www.essentialpetproducts.com/Aquarium-Filter-Bulk-Activated-Carbon_p_2134.html,http://www.essentialpetproducts.com/assets/images/PBC25.jpg,,,,1,25.00,25.00,20.00,6.00,Aquariums/Aquarium Filters,,030172055836,38118,7,,,
PBC3M,Bio Carb Activated Carbon,40.47,24.63,,Penn Plax,Penn Plax,"<p>Pro-Carb Laboratory Quality Activated Carbon is fast acting, long lasting, and designed to keep your salt, or fresh water aquarium crystal clear for up to 4-6 weeks.</p> <p><span style=""font-weight: bold;"">Features:</span></p> <ul> <li>57 Ounces</li> <li>Carbon removes harmful chemicals, toxins, odors, discolorations and other contaminants</li> <li>Recommended for use in Cascade, and all other hang-on internal and canister filters</li> </ul>",https://www.essentialpetproducts.com/Bio-Carb-Activated-Carbon_p_2135.html,http://www.essentialpetproducts.com/assets/images/PBC3M.jpg,,,,1,6.00,10.00,7.00,4.00,Aquariums/Aquarium Filters,,030172015434,38118,7,,,
PBZ3,Pro-Z Zeolite Crystals,30.08,15.96,,Penn Plax,Penn Plax,"<p>Pro-Z Laboratory-Quality Ammonia-Removing Zeolite crystals are fast acting, long lasting, and proven to remove ammonia, the #1 fish killer.</p> <p><span style=""font-weight: bold;"">Features:</span></p> <ul> <li>85 ounce bottle</li> <li>Zeolite crystals are designed to keep your fresh water aquarium clear for up to 4-6 weeks.</li> <li>Recommended for use in Cascade, and all other hang-on, internal and canister filter systems.</li> </ul>",https://www.essentialpetproducts.com/Pro-Z-Zeolite-Crystals_p_2136.html,http://www.essentialpetproducts.com/assets/images/PBZ3.jpg,,,,1,5.00,10.00,7.00,4.00,Aquariums/Aquarium Filters,,030172015472,38118,7,,,
PBZC3M,Pro-Carb Zeolite,33.42,21.87,,Penn Plax,Penn Plax,"<p>Pro-Carb Z is the ideal blend of Pro-Carb and Pro-Z Laboratory-Quality Activated Carbon and Ammonia-Removing ZeoliteCrystals. Pro-Carb Z works to remove harmful chemicals, toxins, odors, discoloration, and other contaminants while giving your aquarium a crystal clear look. Recommended for use in Cascade, and all other hang-on, internal and canister filter systems. 64 ounces.</p>",https://www.essentialpetproducts.com/Pro-Carb-Zeolite_p_2137.html,http://www.essentialpetproducts.com/assets/images/PBZC3M.jpg,,,,1,5.00,10.00,7.00,4.00,Aquariums/Aquarium Filters,,030172015519,38118,7,,,
REP175,Reptology Internal Terrarium Filter,56.62,31.76,,Penn Plax,Penn Plax,"<p><strong>Rated for tanks up to 50 gallons.</strong> The Reptology Internal Filter REP175 helps provide crystal clear water for turtle tanks and terrariums. Two stage filtration features a lower foam and an upper carbon chamber. Can be used vertically or horizontally. Provides mechanical and biological filtration.</p> <p><strong>Features:</strong></p> <ul> <li>Rated for tanks up to 50 gallons</li> <li>175 gallons per hour</li> <li>Approximately 3 3/8"" x 2 3/4"" x 11 1/2""</li> <li>Can be used with our without 16-1/2"" spray bar (included)</li> <li>Includes 6"" airline tubing and air filter for aeration</li> </ul>",https://www.essentialpetproducts.com/Reptology-Internal-Terrarium-Filter_p_1948.html,http://www.essentialpetproducts.com/assets/images/rep175.jpg,,,,1,3.00,14.00,6.00,5.00,Reptile Products,,030172060724,38118,7,,,
REP182,Shale Step Ledge & Cave Hide-Out,33.32,16.48,,Penn Plax,Penn Plax,"<p>The Shale Step Ledge &amp; Cave Hide-Out is a beautifully detailed, realistic rock formation that can be used wet or dry environments. Perfect for fish tanks as well as reptile habitats. Cave effect to creep or swim into and your pets will love the hide-out feature. Steps and cave have realistic features. Measures 9"" L x 7"" W x 3.5"" H</p>",https://www.essentialpetproducts.com/Shale-Step-Ledge-Cave-Hide-Out_p_2181.html,http://www.essentialpetproducts.com/assets/images/REP182.jpg,,,,1,2.00,11.00,9.00,5.00,Aquariums/Aquarium Decorations,,030172041693,38118,7,,,
REP600,Turtle Topper Above Tank Basking Platform,72.27,53.50,,Penn Plax,Penn Plax,"<p><strong>The Reptology Turtle-Topper is a unique and innovative basking spot for your turtle.</strong> This above tank basking platform will fit most standard rectangular tanks up to 55 gallons or tanks that are 13 inches wide.</p> <p>Many aquatic turtles are by nature active swimmers and enjoy swimming in deeper water. Since the Turtle-Topper is placed on top of the tank, it allows you to fill your turtle tank up almost completely to the top. Free to swim in the entire tank, the result is a healthier and happier turtle. Some additional benefits of the Turtle Topper include a greater volume of water which will stay cleaner for a longer period of time.</p> <p>Due to the deeper water you are now free to use any type of filter you choose, including those which would not normally function in the lower water levels normally maintained in turtle tanks. Also, since the Turtle-Topper is supported by the top of the tank, it will hold the weight of larger and multiple turtles without sinking, keeping your turtles completely dry. Unique underwater resting platform allows your turtle a place to rest and get air without having to swim to the surface. Includes 2 mounting rims for clamp lamps to take care of your turtle's basking requirements.</p> <p><strong>Features:</strong></p> <ul> <li>Dimensions: 17"" x 14"" x 10""</li> <li>Fits most rectangular tanks up to 55 gallons</li> <li>Access Door allows UVB penetration</li> <li>See through cover</li> <li>Easy to Clean</li> <li>Access ramp with maximum water level indicator</li> <li>Adjustable suction cup holders for secure positioning</li> <li>Features a basking platform and underwater resting platform</li> <li>Lid has clamp lamp mounting rims on both ends</li> <li>Ramp opening is 6.75 inches wide</li> <li>Enables higher water level for healthier Turtles</li> </ul>",https://www.essentialpetproducts.com/Turtle-Topper-Above-Tank-Basking-Platform_p_1944.html,http://www.essentialpetproducts.com/assets/images/rep600.jpg,,,,1,6.00,20.00,16.00,12.00,Reptile Products,,030172061936,38118,7,,,
REP601,Reptology Small Turtle Pier,36.54,24.47,,Penn Plax,Penn Plax,"<p><strong>The Reptology Small Turtle Pier is an ideal basking platform for small turtles, frogs, newts and salamanders.</strong> Designed to float at water level, the Turtle Pier allows you to maintain your desired water level and also compensates for water evaporation.</p> <p>Textured E-Z Slide Ramp allows for easy access to the basking platform. Includes 3 extension pylons to adjust height up to 12 inches tall and features an optional filter holder for use with Reptology Internal Filter 45 (Sold separately). Fits most tanks and looks like a real pier!</p> <p><strong>Features:</strong></p> <ul> <li>Dimensions: 11.5"" x 9.5"" x 12""</li> <li>Features an E-Z slide ramp for easy access</li> <li>Comes with optional filter holder and a filter cord port</li> <li>Adjustable height to accommodate almost any tank</li> </ul>",https://www.essentialpetproducts.com/Reptology-Small-Turtle-Pier_p_1945.html,http://www.essentialpetproducts.com/assets/images/rep601.jpg,,,,1,1.50,13.00,13.00,11.00,Reptile Products,,030172060885,38118,7,,,
REP603,Reptology Large Turtle Pier,40.74,26.88,,Penn Plax,Penn Plax,"<p><strong>The Reptology Large Turtle Pier is an ideal basking platform for turtles, frogs, newts and salamanders.</strong> Designed to float at water level, the Turtle Pier allows you to maintain your desired water level and also compensates for water evaporation.</p> <p>Textured ramp allows for easy access to the basking platform. Includes 8 extension pylons to adjust height of the pier up to 16 inches tall. Fits most medium and larger tanks and looks like a real pier!</p> <p><strong>Features:</strong></p> <ul> <li>Dimensions: 16"" x 11"" x 16""</li> <li>Textured ramp allows for easy access</li> <li>Includes 8 extension pylons</li> <li>Adjusts up to 16"" tall</li> <li>Fits most medium and large tanks</li> <li>Looks like a real pier</li> </ul>",https://www.essentialpetproducts.com/Reptology-Large-Turtle-Pier_p_1946.html,http://www.essentialpetproducts.com/assets/images/rep603.jpg,,,,1,2.50,17.00,17.00,12.00,Reptile Products,,030172065224,38118,7,,,
REP632,Reptology Rock Scapes,50.30,40.68,,Penn Plax,Penn Plax,"<p>Reptology Rock Scapes is a large natural looking resin ideal for both herps and aquarium use. Ideal place for reptiles to bask and hide. <br></p><p><span style=""font-weight: bold;"">Features: </span><br></p><ul><li>Measures 12""W x 13""H</li><li>Made of resin <br></li><li>Comes with natural-looking rock sculptures <br></li><li>Can be used in aquariums <br></li><li>Ideal place for reptiles to bask and hide </li></ul>",https://www.essentialpetproducts.com/Reptology-Rock-Scapes_p_2055.html,http://www.essentialpetproducts.com/assets/images/rep632.jpg,,,,1,8.00,15.00,12.00,6.00,Reptile Products,,030172068188,38118,7,,,
RR1013,Small Shipwreck,33.93,16.12,,Penn Plax,Penn Plax,"<p>Small Shipwreck by Penn Plax. Your fish will thank you for it. Dimensions: 11 1/2"" L x 4"" H x 4 1/2"" W</p>",https://www.essentialpetproducts.com/Small-Shipwreck_p_2168.html,http://www.essentialpetproducts.com/assets/images/RR1013.jpg,,,,1,2.00,13.00,7.00,6.00,Aquariums/Aquarium Decorations,,030172072239,38118,7,,,
RR680,Sitting Buddha,52.51,31.71,,Penn Plax,Penn Plax,"<p>The Sitting Buddha Aquarium Ornament has a great cave effect for your fish to swim in and out. Add some culture and tranquility in your tank. Safe for salt and fresh water. Stands 14"" tall.</p>",https://www.essentialpetproducts.com/Sitting-Buddha-Aquarium-Ornament_p_2218.html,http://www.essentialpetproducts.com/assets/images/RR680.jpg,,,,1,3.00,14.00,8.00,8.00,Aquariums/Aquarium Decorations,,030172055843,38118,7,,,
RR802,Sunken Gardens Anchor - Large,33.77,14.86,,Penn Plax,Penn Plax,"<p>Add some interest and color to your aquarium with a Sunken Gardens Anchor Ornament.</p> <p>Made of finely detailed resin and include realistic, silk-like plants attached directly to the anchor. This ornament is a precision-crafted miniature that is safe and non-toxic, great for fresh and saltwater aquariums. Large: 8.5"" x 2"" 11.5""</p>",https://www.essentialpetproducts.com/Sunken-Gardens-Anchor--Large_p_2201.html,http://www.essentialpetproducts.com/assets/images/RR802.jpg,,,,1,3.00,12.00,10.00,3.00,Aquariums/Aquarium Decorations,,030172014499,38118,7,,,
RR803,Sunken Gardens Anchor - Extra Large,42.83,24.86,,Penn Plax,Penn Plax,"<p>Add some interest and color to your aquarium with a Sunken Gardens Anchor Ornament.</p> <p>Made of finely detailed resin and include realistic, silk-like plants attached directly to the anchor. This ornament is a precision-crafted miniature that is safe and non-toxic, great for fresh and saltwater aquariums. Extra Large: 10"" x 3"" 15""</p>",https://www.essentialpetproducts.com/Sunken-Gardens-Anchor--Extra-Large_p_2202.html,http://www.essentialpetproducts.com/assets/images/RR803.jpg,,,,1,4.00,16.00,12.00,5.00,Aquariums/Aquarium Decorations,,030172014505,38118,7,,,
